b,lesson_id,song_dir,cue_index,speaker,speaker_ja,start,end,joined_start,joined_end,english,japanese,mixed,audio
5,9,08_beginner_tom_b5,16,Teacher Tacos,ティーチャータコス,50.47,59.09,363.31,371.93,You are my student today.,今日はきみが私の生徒だよ。,(Teacher Tacos) You are my student today. 「(ティーチャータコス) 今日はきみが私の生徒だよ。」,audio/phonics/L9/s16.mp3
5,9,08_beginner_tom_b5,17,Tom,トム,59.13,65.1,371.97,377.94,Oh! Teacher Tacos is not just a name?,えっ！ティーチャータコスって、ただの名前じゃないの？,(Tom) Oh! Teacher Tacos is not just a name? 「(トム) えっ！ティーチャータコスって、ただの名前じゃないの？」,audio/phonics/L9/s17.mp3
5,9,08_beginner_tom_b5,18,Tom,トム,65.14,68.122,377.98,380.962,Oh! Teacher Tacos is not just a name?,えっ！ティーチャータコスって、ただの名前じゃないの？,(Tom) Oh! Teacher Tacos is not just a name? 「(トム) えっ！ティーチャータコスって、ただの名前じゃないの？」,audio/phonics/L9/s18.mp3
5,9,08_beginner_tom_b5,19,Teacher Tacos,ティーチャータコス,68.162,71.652,381.002,384.492,"Yes, correct! I am not just a taco.",うん、その通り！私はただのタコスじゃないんだ。,"(Teacher Tacos) Yes, correct! I am not just a taco. 「(ティーチャータコス) うん、その通り！私はただのタコスじゃないんだ。」",audio/phonics/L9/s19.mp3
5,9,08_beginner_tom_b5,20,Teacher Tacos,ティーチャータコス,71.692,75.252,384.532,388.092,"Yes, correct! I am not just a taco.",うん、その通り！私はただのタコスじゃないんだ。,"(Teacher Tacos) Yes, correct! I am not just a taco. 「(ティーチャータコス) うん、その通り！私はただのタコスじゃないんだ。」",audio/phonics/L9/s20.mp3
5,9,08_beginner_tom_b5,21,Teacher Tacos,ティーチャータコス,75.292,76.932,388.132,389.772,"I teach, too.",教えることもするよ。,"(Teacher Tacos) I teach, too. 「(ティーチャータコス) 教えることもするよ。」",audio/phonics/L9/s21.mp3
5,9,08_beginner_tom_b5,22,Teacher Tacos,ティーチャータコス,76.972,78.602,389.812,391.442,"I teach, too.",教えることもするよ。,"(Teacher Tacos) I teach, too. 「(ティーチャータコス) 教えることもするよ。」",audio/phonics/L9/s22.mp3
5,9,08_beginner_tom_b5,23,Tom,トム,78.642,82.702,391.482,395.542,Wow! You are not just a talking taco.,わあ！ただのしゃべるタコスじゃないんだね。,(Tom) Wow! You are not just a talking taco. 「(トム) わあ！ただのしゃべるタコスじゃないんだね。」,audio/phonics/L9/s23.mp3
5,9,08_beginner_tom_b5,24,Tom,トム,82.742,87.832,395.582,400.672,Wow! You are not just a talking taco.,わあ！ただのしゃべるタコスじゃないんだね。,(Tom) Wow! You are not just a talking taco. 「(トム) わあ！ただのしゃべるタコスじゃないんだね。」,audio/phonics/L9/s24.mp3
5,9,08_beginner_tom_b5,25,Tom,トム,87.872,91.654,400.712,404.494,You are a real teacher.,本物の先生なんだ。,(Tom) You are a real teacher. 「(トム) 本物の先生なんだ。」,audio/phonics/L9/s25.mp3
5,9,08_beginner_tom_b5,26,Tom,トム,91.694,95.42,404.534,408.26,You are a real teacher.,本物の先生なんだ。,(Tom) You are a real teacher. 「(トム) 本物の先生なんだ。」,audio/phonics/L9/s26.mp3
6,10,09_beginner_tom_b6,1,Tom,トム,0.12,3.89,408.48,412.25,"Teacher Tacos, I don't know the road.",ティーチャータコス、ぼくは道がわからないよ。,"(Tom) Teacher Tacos, I don't know the road. 「(トム) ティーチャータコス、ぼくは道がわからないよ。」",audio/phonics/L10/s1.mp3
6,10,09_beginner_tom_b6,2,Tom,トム,3.93,7.93,412.29,416.29,"Teacher Tacos, I don't know the road.",ティーチャータコス、ぼくは道がわからないよ。,"(Tom) Teacher Tacos, I don't know the road. 「(トム) ティーチャータコス、ぼくは道がわからないよ。」",audio/phonics/L10/s2.mp3
6,10,09_beginner_tom_b6,3,Teacher Tacos,ティーチャータコス,7.97,14.03,416.33,422.39,Don't worry. You don't need a big map. The road talks.,心配しないで。大きな地図はいらないよ。道が話してくれるんだ。,(Teacher Tacos) Don't worry. You don't need a big map. The road talks. 「(ティーチャータコス) 心配しないで。大きな地図はいらないよ。道が話してくれるんだ。」,audio/phonics/L10/s3.mp3
6,10,09_beginner_tom_b6,4,Teacher Tacos,ティーチャータコス,14.07,20.25,422.43,428.61,Don't worry. You don't need a big map. The road talks.,心配しないで。大きな地図はいらないよ。道が話してくれるんだ。,(Teacher Tacos) Don't worry. You don't need a big map. The road talks. 「(ティーチャータコス) 心配しないで。大きな地図はいらないよ。道が話してくれるんだ。」,audio/phonics/L10/s4.mp3
6,10,09_beginner_tom_b6,5,Road,道,20.29,24.52,428.65,432.88,"Don't worry, Tom. I know the way.",心配しないで、トム。道はわかっているよ。,"(Road) Don't worry, Tom. I know the way. 「(道) 心配しないで、トム。道はわかっているよ。」",audio/phonics/L10/s5.mp3
6,10,09_beginner_tom_b6,6,Road,道,24.56,27.65,432.92,436.01,"Don't worry, Tom. I know the way.",心配しないで、トム。道はわかっているよ。,"(Road) Don't worry, Tom. I know the way. 「(道) 心配しないで、トム。道はわかっているよ。」",audio/phonics/L10/s6.mp3
6,10,09_beginner_tom_b6,7,Tom,トム,27.69,30.93,436.05,439.29,OK. I don't run on a new road.,わかった。新しい道では走らないよ。,(Tom) OK. I don't run on a new road. 「(トム) わかった。新しい道では走らないよ。」,audio/phonics/L10/s7.mp3
6,10,09_beginner_tom_b6,8,Tom,トム,30.97,34.29,439.33,442.65,OK. I don't run on a new road.,わかった。新しい道では走らないよ。,(Tom) OK. I don't run on a new road. 「(トム) わかった。新しい道では走らないよ。」,audio/phonics/L10/s8.mp3
6,10,09_beginner_tom_b6,9,Runner Rabbit,ランナーラビット,34.33,37.51,442.69,445.87,"Hi, Tom. I run every day.",やあ、トム。ぼくは毎日走っているよ。,"(Runner Rabbit) Hi, Tom. I run every day. 「(ランナーラビット) やあ、トム。ぼくは毎日走っているよ。」",audio/phonics/L10/s9.mp3
6,10,09_beginner_tom_b6,10,Runner Rabbit,ランナーラビット,37.55,40.73,445.91,449.09,"Hi, Tom. I run every day.",やあ、トム。ぼくは毎日走っているよ。,"(Runner Rabbit) Hi, Tom. I run every day. 「(ランナーラビット) やあ、トム。ぼくは毎日走っているよ。」",audio/phonics/L10/s10.mp3
6,10,09_beginner_tom_b6,11,Teacher Tacos,ティーチャータコス,40.77,44.04,449.13,452.4,"Easy, Tom. You don't need speed today.",落ち着いて、トム。今日は速さはいらないよ。,"(Teacher Tacos) Easy, Tom. You don't need speed today. 「(ティーチャータコス) 落ち着いて、トム。今日は速さはいらないよ。」",audio/phonics/L10/s11.mp3
6,10,09_beginner_tom_b6,12,Teacher Tacos,ティーチャータコス,44.08,47.47,452.44,455.83,"Easy, Tom. You don't need speed today.",落ち着いて、トム。今日は速さはいらないよ。,"(Teacher Tacos) Easy, Tom. You don't need speed today. 「(ティーチャータコス) 落ち着いて、トム。今日は速さはいらないよ。」",audio/phonics/L10/s12.mp3
6,10,09_beginner_tom_b6,13,Tom,トム,47.51,50.63,455.87,458.99,Phew. I don't want a race. I want a slow walk.,ふう。競走はしたくないんだ。ゆっくり歩きたい。,(Tom) Phew. I don't want a race. I want a slow walk. 「(トム) ふう。競走はしたくないんだ。ゆっくり歩きたい。」,audio/phonics/L10/s13.mp3
6,10,09_beginner_tom_b6,14,Tom,トム,50.67,54.23,459.03,462.59,Phew. I don't want a race. I want a slow walk.,ふう。競走はしたくないんだ。ゆっくり歩きたい。,(Tom) Phew. I don't want a race. I want a slow walk. 「(トム) ふう。競走はしたくないんだ。ゆっくり歩きたい。」,audio/phonics/L10/s14.mp3
6,10,09_beginner_tom_b6,15,Runner Rabbit,ランナーラビット,54.27,56.76,462.63,465.12,A slow walk? So strange!,ゆっくり歩く？変わっているね！,(Runner Rabbit) A slow walk? So strange! 「(ランナーラビット) ゆっくり歩く？変わっているね！」,audio/phonics/L10/s15.mp3
6,10,09_beginner_tom_b6,16,Runner Rabbit,ランナーラビット,56.8,59.68,465.16,468.04,A slow walk? So strange!,ゆっくり歩く？変わっているね！,(Runner Rabbit) A slow walk? So strange! 「(ランナーラビット) ゆっくり歩く？変わっているね！」,audio/phonics/L10/s16.mp3
6,10,09_beginner_tom_b6,17,Tom,トム,59.72,60.48,468.08,468.84,"Oh! The road is talking, so I walk slowly.",あっ！道が話しているから、ぼくはゆっくり歩くんだ。,"(Tom) Oh! The road is talking, so I walk slowly. 「(トム) あっ！道が話しているから、ぼくはゆっくり歩くんだ。」",audio/phonics/L10/s17.mp3
6,10,09_beginner_tom_b6,18,Tom,トム,60.52,70.82,468.88,479.18,"Oh! The road is talking, so I walk slowly.",あっ！道が話しているから、ぼくはゆっくり歩くんだ。,"(Tom) Oh! The road is talking, so I walk slowly. 「(トム) あっ！道が話しているから、ぼくはゆっくり歩くんだ。」",audio/phonics/L10/s18.mp3
7,11,10_beginner_tom_b7,1,Engineer Egg,エンジニアエッグ,0.3,5.9,479.58,485.18,"Hi, Tom. Look! This is a map.",やあ、トム。見て！これは地図だよ。,"(Engineer Egg) Hi, Tom. Look! This is a map. 「(エンジニアエッグ) やあ、トム。見て！これは地図だよ。」",audio/phonics/L11/s1.mp3
7,11,10_beginner_tom_b7,2,Map,地図,6.47,10.1,485.75,489.38,Hey! This is me!,やあ！これがぼくだよ！,(Map) Hey! This is me! 「(地図) やあ！これがぼくだよ！」,audio/phonics/L11/s2.mp3
7,11,10_beginner_tom_b7,3,Tom,トム,10.55,16.1,489.83,495.38,Aha! This is the market.,なるほど！ここが市場だね。,(Tom) Aha! This is the market. 「(トム) なるほど！ここが市場だね。」,audio/phonics/L11/s3.mp3
7,11,10_beginner_tom_b7,4,Teacher Tacos,ティーチャータコス,16.47,22.4,495.75,501.68,Yes. Good. That is the blue gate.,うん、いいね。あれが青い門だよ。,(Teacher Tacos) Yes. Good. That is the blue gate. 「(ティーチャータコス) うん、いいね。あれが青い門だよ。」,audio/phonics/L11/s4.mp3
7,11,10_beginner_tom_b7,5,Tom,トム,22.66,32.85,501.94,512.13,Is that the sound hill?,あれが音の丘なの？,(Tom) Is that the sound hill? 「(トム) あれが音の丘なの？」,audio/phonics/L11/s5.mp3
7,11,10_beginner_tom_b7,6,Tom,トム,34.29,35.67,513.57,514.95,Is that the sound hill?,あれが音の丘なの？,(Tom) Is that the sound hill? 「(トム) あれが音の丘なの？」,audio/phonics/L11/s6.mp3
7,11,10_beginner_tom_b7,7,Engineer Egg,エンジニアエッグ,35.67,37.4,514.95,516.68,"Yes, that is the sound hill.",うん、あれが音の丘だよ。,"(Engineer Egg) Yes, that is the sound hill. 「(エンジニアエッグ) うん、あれが音の丘だよ。」",audio/phonics/L11/s7.mp3
7,11,10_beginner_tom_b7,8,Pilot Panda,パイロットパンダ,37.4,39.55,516.68,518.83,"Hi, Tom. That is a boat by the gate.",やあ、トム。あれは門のそばの船だよ。,"(Pilot Panda) Hi, Tom. That is a boat by the gate. 「(パイロットパンダ) やあ、トム。あれは門のそばの船だよ。」",audio/phonics/L11/s8.mp3
7,11,10_beginner_tom_b7,9,Tom,トム,39.75,42.4,519.03,521.68,Wow. This is a big island.,わあ。この島は大きいね。,(Tom) Wow. This is a big island. 「(トム) わあ。この島は大きいね。」,audio/phonics/L11/s9.mp3
7,11,10_beginner_tom_b7,10,Tom,トム,42.55,45.15,521.83,524.43,Wow. This is a big island.,わあ。この島は大きいね。,(Tom) Wow. This is a big island. 「(トム) わあ。この島は大きいね。」,audio/phonics/L11/s10.mp3
7,11,10_beginner_tom_b7,11,Teacher Tacos,ティーチャータコス,45.32,48.2,524.6,527.48,And that is only the first page. Surprise!,しかも、それはまだ一ページ目だけだよ。びっくりでしょ！,(Teacher Tacos) And that is only the first page. Surprise! 「(ティーチャータコス) しかも、それはまだ一ページ目だけだよ。びっくりでしょ！」,audio/phonics/L11/s11.mp3
7,11,10_beginner_tom_b7,12,Teacher Tacos,ティーチャータコス,48.2,51.15,527.48,530.43,And that is only the first page. Surprise!,しかも、それはまだ一ページ目だけだよ。びっくりでしょ！,(Teacher Tacos) And that is only the first page. Surprise! 「(ティーチャータコス) しかも、それはまだ一ページ目だけだよ。びっくりでしょ！」,audio/phonics/L11/s12.mp3
7,11,10_beginner_tom_b7,13,Tom,トム,51.25,53.6,530.53,532.88,"Wow! The map is talking, too.",わあ！地図もしゃべっている！,"(Tom) Wow! The map is talking, too. 「(トム) わあ！地図もしゃべっている！」",audio/phonics/L11/s13.mp3
7,11,10_beginner_tom_b7,14,Tom,トム,53.7,56.6,532.98,535.88,"Wow! The map is talking, too.",わあ！地図もしゃべっている！,"(Tom) Wow! The map is talking, too. 「(トム) わあ！地図もしゃべっている！」",audio/phonics/L11/s14.mp3
8,12,11_beginner_tom_b8,1,Tom,トム,0.17,5.13,537.13,542.09,"Engineer Egg, what is this?",エンジニアエッグ、これは何？,"(Tom) Engineer Egg, what is this? 「(トム) エンジニアエッグ、これは何？」",audio/phonics/L12/s1.mp3
8,12,11_beginner_tom_b8,2,Tom,トム,5.17,8.13,542.13,545.09,"Engineer Egg, what is this?",エンジニアエッグ、これは何？,"(Tom) Engineer Egg, what is this? 「(トム) エンジニアエッグ、これは何？」",audio/phonics/L12/s2.mp3
8,12,11_beginner_tom_b8,3,Engineer Egg,エンジニアエッグ,8.17,11.25,545.13,548.21,Look. This is a sound machine.,見て。これは音マシンだよ。,(Engineer Egg) Look. This is a sound machine. 「(エンジニアエッグ) 見て。これは音マシンだよ。」,audio/phonics/L12/s3.mp3
8,12,11_beginner_tom_b8,4,Engineer Egg,エンジニアエッグ,11.29,14.13,548.25,551.09,Look. This is a sound machine.,見て。これは音マシンだよ。,(Engineer Egg) Look. This is a sound machine. 「(エンジニアエッグ) 見て。これは音マシンだよ。」,audio/phonics/L12/s4.mp3
8,12,11_beginner_tom_b8,5,Sound Machine,音マシン,14.17,19.13,551.13,556.09,Ding! I am awake. Hello!,ディン！目が覚めたよ。こんにちは！,(Sound Machine) Ding! I am awake. Hello! 「(音マシン) ディン！目が覚めたよ。こんにちは！」,audio/phonics/L12/s5.mp3
8,12,11_beginner_tom_b8,6,Sound Machine,音マシン,19.17,22.12,556.13,559.08,Ding! I am awake. Hello!,ディン！目が覚めたよ。こんにちは！,(Sound Machine) Ding! I am awake. Hello! 「(音マシン) ディン！目が覚めたよ。こんにちは！」,audio/phonics/L12/s6.mp3
8,12,11_beginner_tom_b8,7,Tom,トム,22.16,25.13,559.12,562.09,OK. What do you make with this machine?,わかった。この機械で何を作るの？,(Tom) OK. What do you make with this machine? 「(トム) わかった。この機械で何を作るの？」,audio/phonics/L12/s7.mp3
8,12,11_beginner_tom_b8,8,Tom,トム,25.17,28.99,562.13,565.95,OK. What do you make with this machine?,わかった。この機械で何を作るの？,(Tom) OK. What do you make with this machine? 「(トム) わかった。この機械で何を作るの？」,audio/phonics/L12/s8.mp3
8,12,11_beginner_tom_b8,9,Engineer Egg,エンジニアエッグ,29.03,32.25,565.99,569.21,I make a bell sound. Listen.,ベルの音を作るんだ。聞いて。,(Engineer Egg) I make a bell sound. Listen. 「(エンジニアエッグ) ベルの音を作るんだ。聞いて。」,audio/phonics/L12/s9.mp3
8,12,11_beginner_tom_b8,10,Engineer Egg,エンジニアエッグ,32.29,39.12,569.25,576.08,I make a bell sound. Listen.,ベルの音を作るんだ。聞いて。,(Engineer Egg) I make a bell sound. Listen. 「(エンジニアエッグ) ベルの音を作るんだ。聞いて。」,audio/phonics/L12/s10.mp3
8,12,11_beginner_tom_b8,11,Magician Mouse,マジシャンマウス,39.16,42.82,576.12,579.78,"Hi, Engineer Egg. What do you need?",やあ、エンジニアエッグ。何が必要なの？,"(Magician Mouse) Hi, Engineer Egg. What do you need? 「(マジシャンマウス) やあ、エンジニアエッグ。何が必要なの？」",audio/phonics/L12/s11.mp3
8,12,11_beginner_tom_b8,12,Magician Mouse,マジシャンマウス,42.86,45.492,579.82,582.452,"Hi, Engineer Egg. What do you need?",やあ、エンジニアエッグ。何が必要なの？,"(Magician Mouse) Hi, Engineer Egg. What do you need? 「(マジシャンマウス) やあ、エンジニアエッグ。何が必要なの？」",audio/phonics/L12/s12.mp3
8,12,11_beginner_tom_b8,13,Engineer Egg,エンジニアエッグ,45.532,48.612,582.492,585.572,Wait... I need a small key.,待って……小さな鍵が必要だ。,(Engineer Egg) Wait... I need a small key. 「(エンジニアエッグ) 待って……小さな鍵が必要だ。」,audio/phonics/L12/s13.mp3
8,12,11_beginner_tom_b8,14,Engineer Egg,エンジニアエッグ,48.652,51.732,585.612,588.692,Wait... I need a small key.,待って……小さな鍵が必要だ。,(Engineer Egg) Wait... I need a small key. 「(エンジニアエッグ) 待って……小さな鍵が必要だ。」,audio/phonics/L12/s14.mp3
8,12,11_beginner_tom_b8,15,Tom,トム,51.772,54.302,588.732,591.262,Oh? What is that?,あれ？あれは何？,(Tom) Oh? What is that? 「(トム) あれ？あれは何？」,audio/phonics/L12/s15.mp3
8,12,11_beginner_tom_b8,16,Tom,トム,54.342,55.972,591.302,592.932,Oh? What is that?,あれ？あれは何？,(Tom) Oh? What is that? 「(トム) あれ？あれは何？」,audio/phonics/L12/s16.mp3
8,12,11_beginner_tom_b8,17,Magician Mouse,マジシャンマウス,56.012,59.102,592.972,596.062,Ta-da! That is the key box.,ジャーン！あれは鍵の箱だよ。,(Magician Mouse) Ta-da! That is the key box. 「(マジシャンマウス) ジャーン！あれは鍵の箱だよ。」,audio/phonics/L12/s17.mp3
8,12,11_beginner_tom_b8,18,Magician Mouse,マジシャンマウス,59.142,61.842,596.102,598.802,Ta-da! That is the key box.,ジャーン！あれは鍵の箱だよ。,(Magician Mouse) Ta-da! That is the key box. 「(マジシャンマウス) ジャーン！あれは鍵の箱だよ。」,audio/phonics/L12/s18.mp3
8,12,11_beginner_tom_b8,19,Tom,トム,61.882,63.502,598.842,600.462,What is in the box?,箱の中には何が入っているの？,(Tom) What is in the box? 「(トム) 箱の中には何が入っているの？」,audio/phonics/L12/s19.mp3
8,12,11_beginner_tom_b8,20,Tom,トム,63.542,67.358,600.502,604.318,What is in the box?,箱の中には何が入っているの？,(Tom) What is in the box? 「(トム) 箱の中には何が入っているの？」,audio/phonics/L12/s20.mp3
8,12,11_beginner_tom_b8,21,Magician Mouse,マジシャンマウス,67.398,70.365,604.358,607.325,A small surprise. Hee-hee.,小さなびっくりだよ。へへ。,(Magician Mouse) A small surprise. Hee-hee. 「(マジシャンマウス) 小さなびっくりだよ。へへ。」,audio/phonics/L12/s21.mp3
8,12,11_beginner_tom_b8,22,Magician Mouse,マジシャンマウス,70.405,73.249,607.365,610.209,A small surprise. Hee-hee.,小さなびっくりだよ。へへ。,(Magician Mouse) A small surprise. Hee-hee. 「(マジシャンマウス) 小さなびっくりだよ。へへ。」,audio/phonics/L12/s22.mp3
8,12,11_beginner_tom_b8,23,Key Box,鍵の箱,73.289,74.909,610.249,611.869,"Knock, knock!",コンコン！,"(Key Box) Knock, knock! 「(鍵の箱) コンコン！」",audio/phonics/L12/s23.mp3
8,12,11_beginner_tom_b8,24,Key Box,鍵の箱,74.949,76.859,611.909,613.819,"Knock, knock!",コンコン！,"(Key Box) Knock, knock! 「(鍵の箱) コンコン！」",audio/phonics/L12/s24.mp3
8,12,11_beginner_tom_b8,25,Tom,トム,76.899,79.619,613.859,616.579,Whoa! The key box is talking!,うわっ！鍵の箱がしゃべっている！,(Tom) Whoa! The key box is talking! 「(トム) うわっ！鍵の箱がしゃべっている！」,audio/phonics/L12/s25.mp3
8,12,11_beginner_tom_b8,26,Tom,トム,79.659,82.38,616.619,619.34,Whoa! The key box is talking!,うわっ！鍵の箱がしゃべっている！,(Tom) Whoa! The key box is talking! 「(トム) うわっ！鍵の箱がしゃべっている！」,audio/phonics/L12/s26.mp3
9,13,12_beginner_tom_b9,1,Tom,トム,0.24,5.77,619.68,625.21,"Teacher Tacos, who is that?",ティーチャータコス、あれはだれ？,"(Tom) Teacher Tacos, who is that? 「(トム) ティーチャータコス、あれはだれ？」",audio/phonics/L13/s1.mp3
9,13,12_beginner_tom_b9,2,Tom,トム,5.77,8.19,625.21,627.63,"Teacher Tacos, who is that?",ティーチャータコス、あれはだれ？,"(Tom) Teacher Tacos, who is that? 「(トム) ティーチャータコス、あれはだれ？」",audio/phonics/L13/s2.mp3
9,13,12_beginner_tom_b9,3,Teacher Tacos,ティーチャータコス,8.19,13.4,627.63,632.84,Look. That is Singer Snake.,見て。あれはシンガースネークだよ。,(Teacher Tacos) Look. That is Singer Snake. 「(ティーチャータコス) 見て。あれはシンガースネークだよ。」,audio/phonics/L13/s3.mp3
9,13,12_beginner_tom_b9,4,Teacher Tacos,ティーチャータコス,13.4,15.18,632.84,634.62,Look. That is Singer Snake.,見て。あれはシンガースネークだよ。,(Teacher Tacos) Look. That is Singer Snake. 「(ティーチャータコス) 見て。あれはシンガースネークだよ。」,audio/phonics/L13/s4.mp3
9,13,12_beginner_tom_b9,5,Singer Snake,シンガースネーク,15.18,20.17,634.62,639.61,"Hi, Tom. I sing for the island.",やあ、トム。ぼくは島のために歌っているよ。,"(Singer Snake) Hi, Tom. I sing for the island. 「(シンガースネーク) やあ、トム。ぼくは島のために歌っているよ。」",audio/phonics/L13/s5.mp3
9,13,12_beginner_tom_b9,6,Singer Snake,シンガースネーク,20.17,22.18,639.61,641.62,"Hi, Tom. I sing for the island.",やあ、トム。ぼくは島のために歌っているよ。,"(Singer Snake) Hi, Tom. I sing for the island. 「(シンガースネーク) やあ、トム。ぼくは島のために歌っているよ。」",audio/phonics/L13/s6.mp3
9,13,12_beginner_tom_b9,7,Teacher Tacos,ティーチャータコス,22.18,28.18,641.62,647.62,Wait. I smell super salsa. Oh wow. I must follow that smell!,待って。すごいサルサのにおいがする。わあ、そのにおいを追いかけなきゃ！,(Teacher Tacos) Wait. I smell super salsa. Oh wow. I must follow that smell! 「(ティーチャータコス) 待って。すごいサルサのにおいがする。わあ、そのにおいを追いかけなきゃ！」,audio/phonics/L13/s7.mp3
9,13,12_beginner_tom_b9,8,Teacher Tacos,ティーチャータコス,28.24,33.39,647.68,652.83,Wait. I smell super salsa. Oh wow. I must follow that smell!,待って。すごいサルサのにおいがする。わあ、そのにおいを追いかけなきゃ！,(Teacher Tacos) Wait. I smell super salsa. Oh wow. I must follow that smell! 「(ティーチャータコス) 待って。すごいサルサのにおいがする。わあ、そのにおいを追いかけなきゃ！」,audio/phonics/L13/s8.mp3
9,13,12_beginner_tom_b9,9,Tom,トム,33.39,39.18,652.83,658.62,Oh no! Teacher Tacos is running away!,大変！ティーチャータコスが走って行っちゃった！,(Tom) Oh no! Teacher Tacos is running away! 「(トム) 大変！ティーチャータコスが走って行っちゃった！」,audio/phonics/L13/s9.mp3
9,13,12_beginner_tom_b9,10,Tom,トム,39.18,42.67,658.62,662.11,Oh no! Teacher Tacos is running away!,大変！ティーチャータコスが走って行っちゃった！,(Tom) Oh no! Teacher Tacos is running away! 「(トム) 大変！ティーチャータコスが走って行っちゃった！」,audio/phonics/L13/s10.mp3
9,13,12_beginner_tom_b9,11,Aunt Ant,アントおばさん,48.18,53.55,667.62,672.99,"Hi, Tom. Don't worry. I can be your guide for now.",こんにちは、トム。心配しないで。今は私が案内役になれるよ。,"(Aunt Ant) Hi, Tom. Don't worry. I can be your guide for now. 「(アントおばさん) こんにちは、トム。心配しないで。今は私が案内役になれるよ。」",audio/phonics/L13/s11.mp3
9,13,12_beginner_tom_b9,12,Aunt Ant,アントおばさん,53.55,54.19,672.99,673.63,"Hi, Tom. Don't worry. I can be your guide for now.",こんにちは、トム。心配しないで。今は私が案内役になれるよ。,"(Aunt Ant) Hi, Tom. Don't worry. I can be your guide for now. 「(アントおばさん) こんにちは、トム。心配しないで。今は私が案内役になれるよ。」",audio/phonics/L13/s12.mp3
9,13,12_beginner_tom_b9,13,Tom,トム,54.19,61.18,673.63,680.62,"Thank you, Aunt Ant. OK. Who do you help, Singer Snake?",ありがとう、アントおばさん。よし。シンガースネーク、きみはだれを助けるの？,"(Tom) Thank you, Aunt Ant. OK. Who do you help, Singer Snake? 「(トム) ありがとう、アントおばさん。よし。シンガースネーク、きみはだれを助けるの？」",audio/phonics/L13/s13.mp3
9,13,12_beginner_tom_b9,14,Tom,トム,61.19,68.18,680.63,687.62,"Thank you, Aunt Ant. OK. Who do you help, Singer Snake?",ありがとう、アントおばさん。よし。シンガースネーク、きみはだれを助けるの？,"(Tom) Thank you, Aunt Ant. OK. Who do you help, Singer Snake? 「(トム) ありがとう、アントおばさん。よし。シンガースネーク、きみはだれを助けるの？」",audio/phonics/L13/s14.mp3
9,13,12_beginner_tom_b9,15,Singer Snake,シンガースネーク,71.09,73.76,690.53,693.2,I help Baker Bear and Tom. La-la!,ベイカーベアとトムを助けるよ。ララ！,(Singer Snake) I help Baker Bear and Tom. La-la! 「(シンガースネーク) ベイカーベアとトムを助けるよ。ララ！」,audio/phonics/L13/s15.mp3
9,13,12_beginner_tom_b9,16,Singer Snake,シンガースネーク,73.76,75.18,693.2,694.62,I help Baker Bear and Tom. La-la!,ベイカーベアとトムを助けるよ。ララ！,(Singer Snake) I help Baker Bear and Tom. La-la! 「(シンガースネーク) ベイカーベアとトムを助けるよ。ララ！」,audio/phonics/L13/s16.mp3
9,13,12_beginner_tom_b9,17,Old Book,古い本,75.19,78.18,694.63,697.62,Wait... Who is by me?,待って……私のそばにいるのはだれ？,(Old Book) Wait... Who is by me? 「(古い本) 待って……私のそばにいるのはだれ？」,audio/phonics/L13/s17.mp3
9,13,12_beginner_tom_b9,18,Old Book,古い本,78.19,81.5,697.63,700.94,Wait... Who is by me?,待って……私のそばにいるのはだれ？,(Old Book) Wait... Who is by me? 「(古い本) 待って……私のそばにいるのはだれ？」,audio/phonics/L13/s18.mp3
9,13,12_beginner_tom_b9,19,Tom,トム,82.16,85.16,701.6,704.6,Oh! The old book is talking!,あっ！古い本がしゃべっている！,(Tom) Oh! The old book is talking! 「(トム) あっ！古い本がしゃべっている！」,audio/phonics/L13/s19.mp3
9,13,12_beginner_tom_b9,20,Tom,トム,85.16,88.18,704.6,707.62,Oh! The old book is talking!,あっ！古い本がしゃべっている！,(Tom) Oh! The old book is talking! 「(トム) あっ！古い本がしゃべっている！」,audio/phonics/L13/s20.mp3
9,13,12_beginner_tom_b9,21,Librarian Lion,司書ライオン,88.19,91.18,707.63,710.62,Hello? Who is by the old book?,もしもし？古い本のそばにいるのはだれ？,(Librarian Lion) Hello? Who is by the old book? 「(司書ライオン) もしもし？古い本のそばにいるのはだれ？」,audio/phonics/L13/s21.mp3
9,13,12_beginner_tom_b9,22,Librarian Lion,司書ライオン,91.19,93.85,710.63,713.29,Hello? Who is by the old book?,もしもし？古い本のそばにいるのはだれ？,(Librarian Lion) Hello? Who is by the old book? 「(司書ライオン) もしもし？古い本のそばにいるのはだれ？」,audio/phonics/L13/s22.mp3
9,13,12_beginner_tom_b9,23,Tom,トム,94.19,100.18,713.63,719.62,"OK, I am by the old book. Who is on the show stage?",わかった、ぼくは古い本のそばにいるよ。ショーのステージにいるのはだれ？,"(Tom) OK, I am by the old book. Who is on the show stage? 「(トム) わかった、ぼくは古い本のそばにいるよ。ショーのステージにいるのはだれ？」",audio/phonics/L13/s23.mp3
9,13,12_beginner_tom_b9,24,Tom,トム,100.19,107.18,719.63,726.62,"OK, I am by the old book. Who is on the show stage?",わかった、ぼくは古い本のそばにいるよ。ショーのステージにいるのはだれ？,"(Tom) OK, I am by the old book. Who is on the show stage? 「(トム) わかった、ぼくは古い本のそばにいるよ。ショーのステージにいるのはだれ？」",audio/phonics/L13/s24.mp3
